uc009vfm.1	ENSMUST00000163671
uc009trg.1	ENSMUST00000147740
uc009trh.2	ENSMUST00000127295
uc009trj.1	ENSMUST00000147740
uc009trm.1	ENSMUST00000156107
uc009trn.1	ENSMUST00000132333
uc009trl.1	ENSMUST00000146331
uc009tro.1	ENSMUST00000149433
uc009trq.1	ENSMUST00000113992
uc012hll.1	ENSMUST00000113992
uc009tri.2	ENSMUST00000114000
uc009trp.2	ENSMUST00000169528
uc009trr.2	ENSMUST00000114000
uc009trs.2	ENSMUST00000048382
uc009trt.2	ENSMUST00000048250
uc009trz.2	ENSMUST00000113976
uc009tsa.2	ENSMUST00000113976
uc009tsc.1	ENSMUST00000047945
uc009tsd.1	ENSMUST00000026036
uc009tsh.1	ENSMUST00000113958
uc012hls.1	ENSMUST00000172155
uc012hlt.1	ENSMUST00000101397
uc009tsi.1	ENSMUST00000101397
uc012hlu.1	ENSMUST00000063726
uc009tso.1	ENSMUST00000096371
uc012hlw.1	ENSMUST00000088134
uc012hlx.1	ENSMUST00000088133
uc009tsq.1	ENSMUST00000113947
uc009tsr.1	ENSMUST00000046565
uc012hlz.1	ENSMUST00000074060
uc009tsv.1	ENSMUST00000113933
uc009tsw.1	ENSMUST00000045898
uc009tsy.2	ENSMUST00000121565
uc009tte.1	ENSMUST00000096369
uc009ttf.1	ENSMUST00000096369
uc009ttg.1	ENSMUST00000096369
uc009tth.1	ENSMUST00000113916
uc012hmc.1	ENSMUST00000113916
uc012hmd.1	ENSMUST00000113897
uc009ttm.2	ENSMUST00000113897
uc009ttl.2	ENSMUST00000113897
uc012hme.1	ENSMUST00000113897
uc009tto.1	ENSMUST00000096368
uc009ttp.1	ENSMUST00000137033
uc009ttq.1	ENSMUST00000101388
uc009tua.1	ENSMUST00000150123
uc009tub.1	ENSMUST00000082183
uc009tue.1	ENSMUST00000135027
uc009tuf.1	ENSMUST00000149985
uc009tug.1	ENSMUST00000117399
uc012hmk.1	ENSMUST00000102112
uc009tuh.2	ENSMUST00000133125
uc009tum.2	ENSMUST00000154413
uc009tun.2	ENSMUST00000135212
uc009tuo.2	ENSMUST00000079322
uc009tul.2	ENSMUST00000033553
uc009tuk.2	ENSMUST00000033553
uc009tup.2	ENSMUST00000113838
uc009tuq.2	ENSMUST00000033554
uc009tur.1	ENSMUST00000033556
uc009tuv.1	ENSMUST00000052837
uc009tuw.1	ENSMUST00000052837
uc009tvf.1	ENSMUST00000149082
uc009tvd.1	ENSMUST00000149082
uc009tvc.1	ENSMUST00000054697
uc009tve.1	ENSMUST00000054697
uc009tvg.2	ENSMUST00000036606
uc009tvh.1	ENSMUST00000036606
uc009tvi.1	ENSMUST00000052839
uc009tvn.1	ENSMUST00000096363
uc009tvo.1	ENSMUST00000134582
uc009tvp.1	ENSMUST00000134582
uc012hmr.1	ENSMUST00000102443
uc009tvr.1	ENSMUST00000113779
uc009tvt.1	ENSMUST00000113775
uc012hmp.1	ENSMUST00000113776
uc009tvs.1	ENSMUST00000113778
uc009tvu.1	ENSMUST00000113779
uc009tvq.1	ENSMUST00000113779
uc012hmq.1	ENSMUST00000113780
uc009tvv.1	ENSMUST00000113778
uc009tvw.1	ENSMUST00000113779
uc012hms.1	ENSMUST00000060241
uc009tvy.2	ENSMUST00000144881
uc009tvz.2	ENSMUST00000169708
uc012hmt.1	ENSMUST00000037541
uc009twb.1	ENSMUST00000096361
uc009twd.2	ENSMUST00000113769
uc009twh.2	ENSMUST00000048962
uc012hmu.1	ENSMUST00000048962
uc009twi.2	ENSMUST00000019503
uc009twj.2	ENSMUST00000113744
uc009twk.2	ENSMUST00000151572
uc009twm.2	ENSMUST00000087984
uc009twn.2	ENSMUST00000113736
uc009two.2	ENSMUST00000147863
uc009twp.2	ENSMUST00000113736
uc009twq.2	ENSMUST00000113735
uc009twr.2	ENSMUST00000151020
uc009twy.1	ENSMUST00000150558
uc009twz.2	ENSMUST00000062000
uc009txh.1	ENSMUST00000087948
uc009txf.1	ENSMUST00000087956
uc012hmx.1	ENSMUST00000087948
uc009txe.1	ENSMUST00000117706
uc009txi.2	ENSMUST00000113671
uc009txj.2	ENSMUST00000151528
uc009txk.1	ENSMUST00000052130
uc009txr.2	ENSMUST00000126019
uc009txs.2	ENSMUST00000033673
uc009txt.2	ENSMUST00000033673
uc009txu.1	ENSMUST00000033674
uc009txv.2	ENSMUST00000033676
uc009txw.1	ENSMUST00000101341
uc009txx.1	ENSMUST00000101341
uc009txy.1	ENSMUST00000101341
uc009txz.1	ENSMUST00000155713
uc009tya.1	ENSMUST00000150161
uc009tyb.1	ENSMUST00000150161
uc009tyc.2	ENSMUST00000044475
uc009tyd.2	ENSMUST00000044475
uc009tyf.1	ENSMUST00000151231
uc009tyg.1	ENSMUST00000149761
uc009tyh.1	ENSMUST00000125115
uc012hmz.1	ENSMUST00000113628
uc009tyj.1	ENSMUST00000113627
uc009tyu.2	ENSMUST00000101324
uc009tyv.1	ENSMUST00000118842
uc009tyw.1	ENSMUST00000171520
uc009tyx.1	ENSMUST00000118218
uc009tyy.1	ENSMUST00000118218
uc009tzf.1	ENSMUST00000113602
uc009tzk.1	ENSMUST00000033689
uc009tzl.2	ENSMUST00000116547
uc009tzm.2	ENSMUST00000033691
uc012hnd.1	ENSMUST00000152916
uc009tzq.2	ENSMUST00000140767
uc009tzr.1	ENSMUST00000140767
uc009tzx.1	ENSMUST00000033692
uc009uai.1	ENSMUST00000087867
uc009uat.1	ENSMUST00000033577
uc009uau.1	ENSMUST00000119477
uc009uav.1	ENSMUST00000033578
uc009uaz.2	ENSMUST00000041758
uc009uba.1	ENSMUST00000033581
uc009ubk.1	ENSMUST00000033582
uc009ubl.2	ENSMUST00000113557
uc012hnn.1	ENSMUST00000113557
uc009ubn.1	ENSMUST00000040065
uc009ubo.1	ENSMUST00000081593
uc009ubv.1	ENSMUST00000101297
uc012hno.1	ENSMUST00000101297
uc009ubx.2	ENSMUST00000060576
uc009uby.1	ENSMUST00000150494
uc009ubz.1	ENSMUST00000053375
uc009uca.1	ENSMUST00000118666
uc009ucb.1	ENSMUST00000053375
uc012hnp.1	ENSMUST00000167673
uc012hnq.1	ENSMUST00000067249
uc009ucc.2	ENSMUST00000067249
uc009uce.2	ENSMUST00000118820
uc009ucd.2	ENSMUST00000118820
uc009ucf.2	ENSMUST00000118820
uc012hnr.1	ENSMUST00000118820
uc012hns.1	ENSMUST00000142024
uc012hnu.1	ENSMUST00000068451
uc009uch.2	ENSMUST00000168174
uc012hnt.1	ENSMUST00000168174
uc012hnv.1	ENSMUST00000167154
uc012hnx.1	ENSMUST00000145250
uc009ucp.1	ENSMUST00000152089
uc009uco.1	ENSMUST00000153212
uc009ucq.1	ENSMUST00000153212
uc009ucr.1	ENSMUST00000124329
uc012hny.1	ENSMUST00000120648
uc009uct.1	ENSMUST00000033598
uc009ucu.2	ENSMUST00000060013
uc012hnz.1	ENSMUST00000122296
uc009ucv.1	ENSMUST00000078229
uc009ucw.1	ENSMUST00000101282
uc009udd.1	ENSMUST00000038546
uc009ude.1	ENSMUST00000152343
uc009udf.1	ENSMUST00000113415
uc009udg.1	ENSMUST00000154378
uc009udh.1	ENSMUST00000026599
uc009udj.1	ENSMUST00000026602
uc012hoa.1	ENSMUST00000113412
uc009udk.1	ENSMUST00000151972
uc009udl.1	ENSMUST00000113409
uc012hoc.1	ENSMUST00000113378
uc009udo.2	ENSMUST00000113382
uc009udr.2	ENSMUST00000113382
uc009udt.2	ENSMUST00000164118
uc009udp.1	ENSMUST00000113380
uc009udq.1	ENSMUST00000113380
uc009uds.1	ENSMUST00000067219
uc009udu.1	ENSMUST00000113370
uc009udv.1	ENSMUST00000113370
uc009udw.1	ENSMUST00000113370
uc009udx.1	ENSMUST00000113371
uc009udy.1	ENSMUST00000059509
uc009udz.1	ENSMUST00000062695
uc009uea.1	ENSMUST00000101269
uc009vfg.1	ENSMUST00000122446
uc009ueb.2	ENSMUST00000072518
uc009ued.1	ENSMUST00000040961
uc009ueg.1	ENSMUST00000164135
uc009uee.1	ENSMUST00000113358
uc009uef.1	ENSMUST00000113358
uc009ueh.1	ENSMUST00000113358
uc009uei.1	ENSMUST00000113358
uc009uej.1	ENSMUST00000113364
uc009uek.1	ENSMUST00000113358
uc009uem.1	ENSMUST00000113348
uc009uen.1	ENSMUST00000113343
uc009uer.1	ENSMUST00000096332
uc009ues.1	ENSMUST00000051530
uc012hoe.1	ENSMUST00000170413
uc012hof.1	ENSMUST00000170413
uc012hog.1	ENSMUST00000143668
uc009uet.2	ENSMUST00000113320
uc009uey.1	ENSMUST00000140200
uc009uez.1	ENSMUST00000033602
uc009ufc.1	ENSMUST00000113303
uc009ufd.1	ENSMUST00000165805
uc012hoh.1	ENSMUST00000113283
uc012hoi.1	ENSMUST00000175431
uc009ufi.1	ENSMUST00000113286
uc009ufj.1	ENSMUST00000033609
uc009ufk.1	ENSMUST00000033609
uc009ufp.1	ENSMUST00000064476
uc009uft.1	ENSMUST00000037687
uc009ufw.1	ENSMUST00000144678
uc009ufu.1	ENSMUST00000081064
uc009ufv.1	ENSMUST00000081064
uc009ufx.1	ENSMUST00000125604
uc009ufy.2	ENSMUST00000113224
uc009ufz.2	ENSMUST00000142146
uc009uga.2	ENSMUST00000153424
uc009ugb.2	ENSMUST00000168181
uc012hoj.1	ENSMUST00000113211
uc009ugf.2	ENSMUST00000113211
uc009ugh.1	ENSMUST00000059297
uc009ugi.1	ENSMUST00000074950
uc012hok.1	ENSMUST00000124226
uc009ugj.2	ENSMUST00000035748
uc009ugk.2	ENSMUST00000113199
uc009ugl.2	ENSMUST00000035748
uc012hol.1	ENSMUST00000113201
uc009ugm.2	ENSMUST00000051256
uc009ugo.2	ENSMUST00000081834
uc009uhd.2	ENSMUST00000113176
uc012hoo.1	ENSMUST00000113173
uc012hop.1	ENSMUST00000113173
uc012hoq.1	ENSMUST00000113172
uc009uhf.1	ENSMUST00000068340
uc009uhk.1	ENSMUST00000096321
uc009uhl.2	ENSMUST00000096321
uc009uhm.1	ENSMUST00000149595
uc009uhr.1	ENSMUST00000143034
uc009uhn.1	ENSMUST00000113144
uc009uho.1	ENSMUST00000113144
uc009uhp.1	ENSMUST00000113145
uc009uhq.1	ENSMUST00000113147
uc009uhs.2	ENSMUST00000173804
uc009uhu.2	ENSMUST00000173804
uc009uht.2	ENSMUST00000173804
uc009uhv.1	ENSMUST00000068755
uc009uhw.1	ENSMUST00000068755
uc009uhx.1	ENSMUST00000068755
uc009uhz.2	ENSMUST00000058119
uc009uhy.1	ENSMUST00000057625
uc012hot.1	ENSMUST00000057625
uc009uic.2	ENSMUST00000116527
uc009uid.1	ENSMUST00000116527
uc009uih.2	ENSMUST00000113116
uc009uij.1	ENSMUST00000048687
uc009uik.2	ENSMUST00000053540
uc009uil.2	ENSMUST00000053540
uc012hov.1	ENSMUST00000053540
uc009uio.1	ENSMUST00000033799
uc012how.1	ENSMUST00000033799
uc009uip.1	ENSMUST00000125067
uc009uiq.1	ENSMUST00000153780
uc009uir.2	ENSMUST00000060904
uc009uis.2	ENSMUST00000113100
uc009uit.1	ENSMUST00000055104
uc009uiy.2	ENSMUST00000134066
uc009ujc.1	ENSMUST00000033800
uc009ujd.1	ENSMUST00000113085
uc012hpb.1	ENSMUST00000033800
uc009ujf.2	ENSMUST00000059808
uc009ujk.1	ENSMUST00000033804
uc009ujl.1	ENSMUST00000033804
uc009ujm.1	ENSMUST00000033804
uc009ujq.2	ENSMUST00000047852
uc009ujt.1	ENSMUST00000130879
uc009uju.1	ENSMUST00000113063
uc009ujv.1	ENSMUST00000113063
uc009ujy.1	ENSMUST00000155201
uc009ujx.2	ENSMUST00000064937
uc009ukc.2	ENSMUST00000113043
uc012hpe.1	ENSMUST00000046931
uc012hpf.1	ENSMUST00000113041
uc012hpg.1	ENSMUST00000113041
uc012hph.1	ENSMUST00000113042
uc009uke.1	ENSMUST00000054534
uc009ukg.2	ENSMUST00000046763
uc009ukh.2	ENSMUST00000046763
uc012hpi.1	ENSMUST00000046763
uc009uki.2	ENSMUST00000113026
uc009ukj.2	ENSMUST00000096313
uc012hpj.1	ENSMUST00000096313
uc009ukl.2	ENSMUST00000054889
uc009ukw.1	ENSMUST00000044806
uc012hpm.1	ENSMUST00000175361
uc009ukx.1	ENSMUST00000044702
uc009uky.2	ENSMUST00000033809
uc009uld.1	ENSMUST00000112990
uc009ule.1	ENSMUST00000112990
uc009ulf.1	ENSMUST00000125609
uc009ulh.2	ENSMUST00000033806
uc012hpn.1	ENSMUST00000033806
uc009uli.2	ENSMUST00000033806
uc009ulk.1	ENSMUST00000112971
uc009uln.2	ENSMUST00000033630
uc009ulo.2	ENSMUST00000112931
uc012hpq.1	ENSMUST00000042329
uc009ulr.2	ENSMUST00000112914
uc009uls.1	ENSMUST00000117081
uc009ulx.2	ENSMUST00000087333
uc009ulz.2	ENSMUST00000112896
uc009uly.2	ENSMUST00000112889
uc009uma.2	ENSMUST00000133634
uc009umd.2	ENSMUST00000165829
uc009umg.2	ENSMUST00000033640
uc009umh.2	ENSMUST00000112868
uc009umi.2	ENSMUST00000112864
uc012hpt.1	ENSMUST00000033640
uc012hpu.1	ENSMUST00000112868
uc009umr.1	ENSMUST00000135687
uc012hpv.1	ENSMUST00000102163
uc009ums.2	ENSMUST00000070801
uc009umt.2	ENSMUST00000070801
uc009umu.2	ENSMUST00000154827
uc012hpw.1	ENSMUST00000149427
uc009umx.1	ENSMUST00000155206
uc009umy.2	ENSMUST00000112843
uc012hpy.1	ENSMUST00000104579
uc012hpz.1	ENSMUST00000103259
uc012hqa.1	ENSMUST00000175298
uc012hqb.1	ENSMUST00000175381
uc012hqc.1	ENSMUST00000116681
uc009unc.1	ENSMUST00000131999
uc012hqd.1	ENSMUST00000083516
uc009und.2	ENSMUST00000096299
uc009une.2	ENSMUST00000096299
uc009unl.1	ENSMUST00000112804
uc009unm.1	ENSMUST00000112804
uc009uno.1	ENSMUST00000112804
uc009unn.1	ENSMUST00000112804
uc009unp.1	ENSMUST00000112796
uc009unq.1	ENSMUST00000112796
uc009unr.1	ENSMUST00000112796
uc009uns.1	ENSMUST00000112796
uc009unv.1	ENSMUST00000133085
uc009unu.1	ENSMUST00000112789
uc009unw.1	ENSMUST00000112788
uc012hqg.1	ENSMUST00000101186
uc012hqh.1	ENSMUST00000101185
uc012hqi.1	ENSMUST00000163338
uc009unx.1	ENSMUST00000101185
uc009unz.1	ENSMUST00000112763
uc009unt.1	ENSMUST00000101186
uc009uny.1	ENSMUST00000101183
uc009uoa.1	ENSMUST00000101183
uc009uob.1	ENSMUST00000101182
uc009uoc.1	ENSMUST00000112753
uc009uod.1	ENSMUST00000101181
uc012hqj.1	ENSMUST00000101180
uc012hqk.1	ENSMUST00000112740
uc009uoj.1	ENSMUST00000066337
uc009uok.1	ENSMUST00000066337
uc009uoo.1	ENSMUST00000080884
uc009uow.1	ENSMUST00000026296
uc009upa.1	ENSMUST00000096285
uc009upb.1	ENSMUST00000073364
uc009upc.1	ENSMUST00000073364
uc009upd.1	ENSMUST00000112666
uc009upe.1	ENSMUST00000112670
uc012hqs.1	ENSMUST00000112662
uc009upf.1	ENSMUST00000046962
uc012hqt.1	ENSMUST00000168501
uc009uph.2	ENSMUST00000138318
uc009upi.1	ENSMUST00000129714
uc009upo.1	ENSMUST00000147666
uc009upj.1	ENSMUST00000137816
uc009upk.1	ENSMUST00000131786
uc009upl.1	ENSMUST00000153687
uc009upm.1	ENSMUST00000130243
uc009upp.1	ENSMUST00000130243
uc012hqu.1	ENSMUST00000083668
uc012hqv.1	ENSMUST00000083602
uc009upr.1	ENSMUST00000026292
uc009upt.1	ENSMUST00000112622
uc009upn.1	ENSMUST00000026292
uc009upq.1	ENSMUST00000026292
uc009ups.1	ENSMUST00000112622
uc009upu.1	ENSMUST00000026289
uc009upw.1	ENSMUST00000045312
uc009upx.2	ENSMUST00000045312
uc009upz.1	ENSMUST00000146835
uc009upy.1	ENSMUST00000168786
uc009uqa.1	ENSMUST00000096275
uc009uqb.1	ENSMUST00000112605
uc009uqc.2	ENSMUST00000112588
uc009uqd.2	ENSMUST00000112588
uc009uqe.2	ENSMUST00000112588
uc009uqi.1	ENSMUST00000130625
uc012hqw.1	ENSMUST00000164764
uc009uqn.1	ENSMUST00000139310
uc009uqo.1	ENSMUST00000026383
uc009uqp.2	ENSMUST00000095755
uc009uqr.1	ENSMUST00000127673
uc009uqs.2	ENSMUST00000096265
uc012hqx.1	ENSMUST00000039720
uc009uqu.1	ENSMUST00000112574
uc009uqv.1	ENSMUST00000039545
uc009uqw.1	ENSMUST00000060714
uc009uqx.1	ENSMUST00000056754
uc009ura.2	ENSMUST00000140575
uc009urb.1	ENSMUST00000049999
uc009urh.1	ENSMUST00000026029
uc009urs.1	ENSMUST00000026324
uc009urt.1	ENSMUST00000131332
uc009urx.1	ENSMUST00000112542
uc012hqz.1	ENSMUST00000118320
uc009usd.1	ENSMUST00000038007
uc009use.1	ENSMUST00000112521
uc009usg.1	ENSMUST00000087157
uc009usj.1	ENSMUST00000112493
uc009usk.1	ENSMUST00000112500
uc009usl.1	ENSMUST00000087143
uc009usm.1	ENSMUST00000087143
uc009usp.1	ENSMUST00000112470
uc009uso.1	ENSMUST00000058145
uc009usn.1	ENSMUST00000058145
uc009usq.1	ENSMUST00000058145
uc009usr.1	ENSMUST00000112464
uc012hrd.1	ENSMUST00000112464
uc009usu.1	ENSMUST00000073094
uc009uss.2	ENSMUST00000150433
uc012hre.1	ENSMUST00000112456
uc009ust.2	ENSMUST00000112456
uc009usv.2	ENSMUST00000112456
uc012hrf.1	ENSMUST00000112456
uc009usw.2	ENSMUST00000112456
uc009usx.2	ENSMUST00000112449
uc009usy.2	ENSMUST00000112447
uc009uta.2	ENSMUST00000128185
uc009usz.2	ENSMUST00000128185
uc009utb.2	ENSMUST00000033665
uc009utd.1	ENSMUST00000112408
uc009ute.1	ENSMUST00000112408
uc009utf.1	ENSMUST00000112408
uc009utg.1	ENSMUST00000112408
uc009uth.1	ENSMUST00000112408
uc009uti.1	ENSMUST00000112408
uc009utj.1	ENSMUST00000112400
uc009utl.2	ENSMUST00000146752
uc009utm.2	ENSMUST00000112376
uc009utk.1	ENSMUST00000112377
uc009utn.2	ENSMUST00000033652
uc012hrg.1	ENSMUST00000112380
uc009utq.1	ENSMUST00000033650
uc009utu.1	ENSMUST00000101113
uc009utw.1	ENSMUST00000019101
uc009utz.1	ENSMUST00000077375
uc009utv.1	ENSMUST00000112345
uc009utx.1	ENSMUST00000112345
uc009uty.1	ENSMUST00000112345
uc009uua.2	ENSMUST00000112338
uc009uub.2	ENSMUST00000061514
uc009uuf.2	ENSMUST00000112326
uc009uug.2	ENSMUST00000033720
uc009uup.2	ENSMUST00000033727
uc009uuq.2	ENSMUST00000033727
uc009uuo.2	ENSMUST00000033727
uc012hrk.1	ENSMUST00000112302
uc009uur.2	ENSMUST00000033727
uc009uuw.1	ENSMUST00000112294
uc009uux.1	ENSMUST00000033734
uc009uuy.1	ENSMUST00000069041
uc009uve.1	ENSMUST00000015545
uc009uvi.1	ENSMUST00000131543
uc009uvf.2	ENSMUST00000112271
uc009uvg.1	ENSMUST00000073973
uc009uvk.2	ENSMUST00000129296
uc009uvl.2	ENSMUST00000033749
uc009uvm.1	ENSMUST00000033751
uc009uvn.1	ENSMUST00000151911
uc009uvo.1	ENSMUST00000151911
uc009uvp.1	ENSMUST00000151911
uc009uvq.1	ENSMUST00000036858
uc009uvr.1	ENSMUST00000033755
uc009uvs.1	ENSMUST00000033756
uc009uwa.2	ENSMUST00000167446
uc009uvz.2	ENSMUST00000167446
uc009uwc.1	ENSMUST00000056410
uc009uwd.1	ENSMUST00000087169
uc009uwe.1	ENSMUST00000056410
uc009uwf.1	ENSMUST00000056410
uc009uwj.2	ENSMUST00000129731
uc009uwk.2	ENSMUST00000123408
uc012hrl.1	ENSMUST00000143263
uc009uwh.2	ENSMUST00000112235
uc009uwg.2	ENSMUST00000112235
uc009uwi.2	ENSMUST00000112235
uc009uwl.2	ENSMUST00000112227
uc009uwn.2	ENSMUST00000112229
uc009uwm.2	ENSMUST00000112226
uc009uwo.2	ENSMUST00000112228
uc009uwp.2	ENSMUST00000112223
uc009uwq.2	ENSMUST00000112224
uc009uws.1	ENSMUST00000116495
uc009uwt.1	ENSMUST00000112192
uc009uxe.1	ENSMUST00000150690
uc009uxl.1	ENSMUST00000143048
uc009uxm.1	ENSMUST00000087016
uc009uxn.1	ENSMUST00000112129
uc009uxj.1	ENSMUST00000033721
uc009uxk.1	ENSMUST00000033721
uc009uxo.1	ENSMUST00000112131
uc009uxp.1	ENSMUST00000139146
uc009uxq.1	ENSMUST00000112127
uc009uxy.1	ENSMUST00000156210
uc009uyf.1	ENSMUST00000171433
uc009uyg.1	ENSMUST00000171433
uc012hrq.1	ENSMUST00000146073
uc009uyh.1	ENSMUST00000133857
uc009uyj.1	ENSMUST00000152163
uc009uyk.1	ENSMUST00000151722
uc009uxz.1	ENSMUST00000112108
uc009uyc.1	ENSMUST00000036753
uc009uyd.1	ENSMUST00000112105
uc009uya.1	ENSMUST00000112104
uc009uye.1	ENSMUST00000112105
uc012hrr.1	ENSMUST00000079443
uc009skj.1	ENSMUST00000105020
uc009skl.1	ENSMUST00000105018
uc012hdv.1	ENSMUST00000116643
uc009skm.1	ENSMUST00000105017
uc009skp.1	ENSMUST00000105014
uc009sks.2	ENSMUST00000058404
uc009skv.2	ENSMUST00000101698
uc012hdw.1	ENSMUST00000117544
uc009skw.1	ENSMUST00000103006
uc009skx.2	ENSMUST00000024049
uc009slb.1	ENSMUST00000115752
uc012hdx.1	ENSMUST00000115752
uc009sle.2	ENSMUST00000004428
uc012hdy.1	ENSMUST00000093600
uc012hdz.1	ENSMUST00000102296
uc012hea.1	ENSMUST00000093592
uc012heb.1	ENSMUST00000083464
uc012hec.1	ENSMUST00000093630
uc012hed.1	ENSMUST00000134976
uc012hee.1	ENSMUST00000115744
uc009slg.2	ENSMUST00000154346
uc009slh.2	ENSMUST00000154346
uc009sli.2	ENSMUST00000150671
uc009slj.1	ENSMUST00000045924
uc012hef.1	ENSMUST00000150787
uc009sln.1	ENSMUST00000033483
uc009slx.1	ENSMUST00000033486
uc009sly.1	ENSMUST00000130287
uc009slz.1	ENSMUST00000130287
uc009smf.1	ENSMUST00000033490
uc012hem.1	ENSMUST00000115655
uc009snd.1	ENSMUST00000033497
uc009sng.1	ENSMUST00000033500
uc009snh.2	ENSMUST00000137499
uc009snj.2	ENSMUST00000115642
uc009sni.2	ENSMUST00000033501
uc012hen.1	ENSMUST00000137499
uc009snl.1	ENSMUST00000033502
uc009snm.1	ENSMUST00000125418
uc009snn.1	ENSMUST00000033503
uc009snp.2	ENSMUST00000115638
uc009snr.1	ENSMUST00000127617
uc009snq.2	ENSMUST00000115638
uc009sns.2	ENSMUST00000033505
uc009snu.2	ENSMUST00000130832
uc009snv.2	ENSMUST00000133292
uc009snw.2	ENSMUST00000133292
uc009sny.2	ENSMUST00000155599
uc009snz.2	ENSMUST00000040010
uc009sob.2	ENSMUST00000115621
uc009soa.2	ENSMUST00000115621
uc009sod.2	ENSMUST00000115621
uc009soc.2	ENSMUST00000115621
uc009sof.2	ENSMUST00000172020
uc009sog.2	ENSMUST00000039892
uc009soh.2	ENSMUST00000039892
uc009soi.1	ENSMUST00000033509
uc009soj.2	ENSMUST00000082320
uc009sok.2	ENSMUST00000082320
uc009sol.2	ENSMUST00000082320
uc009som.2	ENSMUST00000082320
uc009son.2	ENSMUST00000122943
uc012heo.1	ENSMUST00000082320
uc009soo.1	ENSMUST00000033513
uc009sop.1	ENSMUST00000033513
uc009soq.1	ENSMUST00000033513
uc009sor.1	ENSMUST00000147467
uc009soz.2	ENSMUST00000023931
uc009spa.2	ENSMUST00000103000
uc012her.1	ENSMUST00000115573
uc009spb.1	ENSMUST00000089374
uc009spd.1	ENSMUST00000089374
uc009spc.2	ENSMUST00000089384
uc009spe.2	ENSMUST00000101690
uc009spj.1	ENSMUST00000105006
uc009spk.1	ENSMUST00000075792
uc009spl.1	ENSMUST00000105004
uc009spp.1	ENSMUST00000115553
uc009spv.2	ENSMUST00000015484
uc009spw.2	ENSMUST00000131591
uc009spx.2	ENSMUST00000105137
uc009spy.1	ENSMUST00000033519
uc012het.1	ENSMUST00000044789
uc009sqc.1	ENSMUST00000044789
uc009sqd.1	ENSMUST00000044789
uc009sqf.2	ENSMUST00000115534
uc009sqe.2	ENSMUST00000072393
uc009sqh.2	ENSMUST00000044598
uc009sqg.2	ENSMUST00000073392
uc012heu.1	ENSMUST00000115532
uc009sqi.2	ENSMUST00000155734
uc009sqj.2	ENSMUST00000124744
uc009sqq.2	ENSMUST00000115513
uc009sqr.2	ENSMUST00000065143
uc009sqs.2	ENSMUST00000115512
uc009sqt.2	ENSMUST00000124033
uc009squ.1	ENSMUST00000043441
uc009sqv.1	ENSMUST00000123295
uc009sqw.1	ENSMUST00000146535
uc009sqy.1	ENSMUST00000060108
uc009sra.1	ENSMUST00000115481
uc009sqz.1	ENSMUST00000096495
uc009srb.1	ENSMUST00000124053
uc009src.1	ENSMUST00000076016
uc009srd.1	ENSMUST00000071680
uc009sro.1	ENSMUST00000116623
uc009srp.1	ENSMUST00000115436
uc012hez.1	ENSMUST00000115438
uc012hfa.1	ENSMUST00000115436
uc009srq.1	ENSMUST00000115438
uc009srr.1	ENSMUST00000152358
uc009srx.2	ENSMUST00000173852
uc009ssb.2	ENSMUST00000040820
uc009ssc.1	ENSMUST00000040134
uc009sse.2	ENSMUST00000026014
uc009ssf.1	ENSMUST00000026016
uc009ssg.1	ENSMUST00000026016
uc012hfb.1	ENSMUST00000172372
uc009ssp.1	ENSMUST00000147039
uc012hfc.1	ENSMUST00000083488
uc012hfd.1	ENSMUST00000083537
uc009ssq.1	ENSMUST00000143129
uc009sst.1	ENSMUST00000072451
uc009ssu.1	ENSMUST00000151845
uc009ste.2	ENSMUST00000116621
uc009stx.2	ENSMUST00000115345
uc009stw.2	ENSMUST00000081893
uc009sub.1	ENSMUST00000001156
uc012hfg.1	ENSMUST00000009550
uc009suc.1	ENSMUST00000009550
uc009sud.1	ENSMUST00000148133
uc009sue.1	ENSMUST00000123836
uc009suf.1	ENSMUST00000142341
uc009suj.2	ENSMUST00000115334
uc009sui.2	ENSMUST00000115333
uc009suk.1	ENSMUST00000138123
uc009sum.1	ENSMUST00000040667
uc012hfh.1	ENSMUST00000123014
uc009sut.1	ENSMUST00000115319
uc009suu.1	ENSMUST00000115313
uc009suv.1	ENSMUST00000115313
uc012hfj.1	ENSMUST00000120734
uc009svb.1	ENSMUST00000119285
uc009svc.1	ENSMUST00000101667
uc009svd.2	ENSMUST00000117412
uc012hfk.1	ENSMUST00000117412
uc009svg.1	ENSMUST00000096469
uc009vfe.1	ENSMUST00000120268
uc009svh.1	ENSMUST00000136639
uc009svi.1	ENSMUST00000089165
uc009svj.1	ENSMUST00000119590
uc012hfm.1	ENSMUST00000096913
uc009svk.2	ENSMUST00000119649
uc012hfl.1	ENSMUST00000163263
uc012hfn.1	ENSMUST00000167438
uc009svm.2	ENSMUST00000119362
uc009svn.2	ENSMUST00000119362
uc009svo.2	ENSMUST00000119882
uc012hfo.1	ENSMUST00000119882
uc009svt.2	ENSMUST00000079797
uc009svu.2	ENSMUST00000079797
uc009svw.2	ENSMUST00000096463
uc009svx.2	ENSMUST00000096463
uc009svz.2	ENSMUST00000075388
uc009swa.2	ENSMUST00000075388
uc009swe.2	ENSMUST00000074086
uc009swf.2	ENSMUST00000074086
uc009swi.1	ENSMUST00000126712
uc009swj.1	ENSMUST00000126712
uc009swp.1	ENSMUST00000139112
uc009swq.1	ENSMUST00000139112
